accounts_opened,bankruptcies,collections,credit_history,credit_inquiries_last_6_months,judgements,past_due_accounts,open_accounts,card_utilization,tax_liens,high_credit_limit,annual_income,historical_result
5,0,0,213,3,0,0,1,0,0,425,34000,FALSE
3,0,7,123,5,0,1,3,1.32333,0,19179,40000,TRUE
3,0,3,177,10,0,0,2,0,0,15344,50000,TRUE
5,0,0,179,0,0,0,6,0.624226,0,281224,80000,FALSE
12,0,0,143,7,0,0,11,1.29665,0,103470,50000,FALSE
2,0,0,102,0,0,0,4,0.720758,0,81843,43000,FALSE
0,0,8,119,1,0,0,1,0,0,16002,40000,FALSE
9,0,2,219,3,0,0,4,0,0,9750,24000,FALSE
3,0,1,95,1,0,0,6,0.923001,0,7117,58300,FALSE
7,0,3,266,2,0,0,8,0.477296,0,36178,37000,FALSE
1,0,2,343,0,0,0,0,0,0,0,24000,TRUE
1,0,4,326,1,0,0,1,0,0,24495,11000,FALSE
18,0,1,298,3,0,0,17,0.727013,0,171070,110000,FALSE
7,0,0,95,2,0,0,9,0.46702,0,93495,20000,FALSE
8,0,0,186,2,0,0,9,0.768168,0,240037,67000,FALSE
6,0,0,151,2,0,0,4,0.975319,0,33425,49500,FALSE
1,0,0,36,0,0,0,1,0,0,9849,18000,FALSE
11,0,0,207,1,0,0,10,0.383869,0,201869,45000,FALSE
10,0,2,337,9,0,0,6,1.12516,0,25365,35000,TRUE
7,0,3,343,1,0,0,6,1.13,0,77885,67000,FALSE
7,0,4,195,0,0,0,6,0.0925373,0,23662,21000,FALSE
3,0,1,139,1,0,0,2,0,0,16306,41280,FALSE
1,0,2,288,0,0,0,2,0,0,32755,60000,FALSE
1,0,0,238,0,0,0,2,0.0202222,0,9000,80000,FALSE
2,0,2,148,1,0,0,2,0.022,0,13602,58000,FALSE
6,0,0,146,2,0,0,10,0.449157,0,130291,82000,FALSE
1,0,0,112,0,0,0,2,1.21,0,1000,8000,FALSE
6,0,1,153,0,0,0,19,0.368615,0,115679,65000,FALSE
11,0,2,305,0,0,0,12,0.751143,0,74694,86000,FALSE
1,0,0,258,1,0,0,5,0.580428,0,50301,88000,FALSE
0,0,4,133,0,0,0,2,0,0,2310,22000,TRUE
5,0,4,332,8,0,0,9,0.899276,0,31079,40000,FALSE
3,0,0,129,2,0,0,4,0.162273,0,5700,50000,FALSE
2,0,4,255,1,0,0,1,0,0,10038,52000,FALSE
0,0,2,47,0,0,0,0,0,0,0,1500,TRUE
3,0,4,191,1,0,1,13,0.888125,0,45247,39460,FALSE
4,0,1,180,4,0,1,24,0.868497,0,134111,65000,FALSE
5,0,0,104,0,0,0,8,1.27022,0,33966,60000,FALSE
4,0,1,149,0,0,0,5,0.978235,0,18559,40800,FALSE
2,0,2,127,2,1,0,1,0,0,13444,25000,TRUE
0,0,0,197,0,0,0,2,0.408448,0,5800,52000,FALSE
1,0,2,278,0,0,0,19,0,0,47896,42282,FALSE
5,0,0,17,1,0,0,5,0.455072,0,6900,69000,FALSE
11,0,2,114,9,0,0,11,0.874769,0,43329,42000,FALSE
1,0,1,84,1,0,2,6,0.9849,0,106736,60000,TRUE
8,0,0,23,2,0,0,8,0.91687,0,35401,36400,FALSE
0,1,3,170,1,0,0,1,0,0,10991,21600,FALSE
5,0,0,58,0,0,0,7,0.411053,0,96906,60000,FALSE
6,0,0,245,4,0,0,7,0.917,0,61591,64000,FALSE
5,1,1,140,5,0,0,3,0.905,0,29170,32240,FALSE
1,0,3,52,11,0,0,1,0.889705,0,8305,60000,FALSE
1,0,4,261,15,0,1,3,0,0,89783,60000,FALSE
25,0,1,263,3,0,0,14,0.569475,0,127441,90000,FALSE
2,0,4,138,1,1,0,1,0,0,1500,50000,FALSE
3,0,4,107,2,0,0,14,0,0,34401,30000,FALSE
4,1,0,236,5,0,0,4,0.568125,0,23268,77000,FALSE
7,0,1,277,2,0,3,11,0.661604,0,52297,65000,FALSE
2,0,0,363,1,0,0,2,0,0,24347,325000,FALSE
4,0,0,43,2,0,0,1,0,0,400,25000,TRUE
8,0,1,236,3,0,0,19,0.580258,0,80385,67000,FALSE
2,0,3,59,0,0,0,1,0.971765,0,425,5600,TRUE
9,0,0,202,4,0,0,21,0.498915,0,92423,23000,FALSE
2,0,0,17,6,0,0,2,0,0,15620,81000,FALSE
0,0,0,259,0,0,0,2,0,0,18251,52000,FALSE
0,0,0,39,0,0,0,1,1.00714,0,700,21600,FALSE
2,0,1,381,3,0,0,2,1.026,0,4000,95000,FALSE
7,0,0,99,0,0,0,6,0.899701,0,43471,40000,FALSE
6,0,0,56,1,0,0,13,0.997111,0,61204,31000,FALSE
2,1,0,473,0,1,0,0,0,0,0,24000,FALSE
8,0,0,156,0,0,0,12,0.895362,0,309027,51000,FALSE
2,0,1,236,2,0,0,0,0,0,0,31860,TRUE
2,0,2,72,0,0,0,2,0,0,9500,5280,TRUE
2,0,0,361,3,0,2,3,1.152,0,83283,24000,FALSE
3,0,0,426,2,0,0,5,0.0323117,0,38500,60000,FALSE
0,0,5,91,6,0,0,1,0,0,49342,22000,FALSE
9,0,1,118,0,0,0,10,0.501346,0,48378,66900,FALSE
2,0,0,33,3,0,0,2,0,0,21010,12000,FALSE
3,0,2,138,1,0,0,2,1,0,2811,16000,FALSE
0,0,0,45,0,0,0,0,0,0,0,6000,FALSE
6,0,0,221,1,0,0,4,0.4352,0,304512,90000,FALSE
2,0,1,263,1,0,0,7,0.626824,0,41002,72500,FALSE
1,0,6,279,0,0,0,1,0,0,8375,72000,FALSE
1,0,0,128,0,0,0,3,0,0,8565,24000,FALSE
4,0,5,277,0,0,0,3,0.44,0,11758,72000,FALSE
4,0,5,170,0,0,0,5,1.10619,0,37406,50000,FALSE
1,0,1,63,2,0,0,3,0.676667,0,26450,20000,FALSE
1,0,0,337,1,0,1,4,0.873778,0,16619,73000,FALSE
3,0,0,136,1,0,0,10,0.724348,0,95869,90000,FALSE
3,0,1,118,12,0,0,4,0.674423,0,33011,35000,FALSE
11,0,2,157,2,0,1,13,0.834839,0,29213,61056,FALSE
6,0,1,87,0,0,0,6,0.904848,0,54230,30000,FALSE
2,0,1,107,1,0,2,6,1.08075,0,38805,30000,FALSE
12,0,0,125,2,1,0,12,0,0,31084,17000,FALSE
2,0,0,84,1,0,0,2,0.771282,0,3900,30000,FALSE
9,0,2,30,4,0,0,11,0.97,0,28620,26000,FALSE
1,0,6,219,0,1,0,0,0,0,0,4000,TRUE
13,0,0,335,1,0,1,21,0.230987,0,68903,78900,FALSE
2,0,2,146,1,0,0,4,0.796667,0,36946,85000,FALSE
6,0,0,339,1,0,0,16,0.607102,0,327126,78000,FALSE
3,0,4,98,3,0,0,4,1.07571,0,21163,32000,FALSE
8,0,1,193,0,0,0,9,0.571094,0,162361,55000,FALSE
3,0,0,348,0,0,0,4,0.935472,0,43587,44000,FALSE
5,0,0,313,6,0,0,8,0.0858095,0,72975,135000,FALSE
9,0,0,318,0,0,2,18,0.518129,0,97030,75000,FALSE
6,0,1,127,4,0,0,18,0.872064,0,56369,50000,FALSE
7,0,0,261,1,0,3,10,0.353185,0,112976,24000,FALSE
6,0,0,313,12,0,0,11,0.869845,0,28136,69600,FALSE
8,0,1,72,2,0,1,8,0.748333,0,78628,35000,FALSE
3,0,5,152,1,0,0,7,0.791209,0,10702,48000,FALSE
5,0,0,123,1,0,0,4,0.953792,0,32840,80000,FALSE
1,0,0,86,0,0,0,14,0.629333,0,102663,60000,FALSE
2,0,1,296,3,0,0,8,0.204954,0,35163,61000,FALSE
6,0,2,123,0,0,1,1,0,0,1000,39256,FALSE
7,0,1,251,2,0,0,10,0.787964,0,63472,90000,FALSE
0,0,1,309,7,0,0,0,0,0,0,35000,TRUE
4,0,0,64,0,0,0,9,0.369615,0,41585,30000,FALSE
15,0,1,171,0,0,0,16,0.576364,0,70146,90000,FALSE
5,0,2,116,0,0,0,18,0.404861,0,73202,24000,FALSE
4,0,0,146,0,0,1,3,0.731562,0,6400,60000,FALSE
2,0,2,25,1,0,0,2,0.440798,0,23800,31200,FALSE
1,0,7,122,0,0,0,1,0,0,13089,18912,TRUE
10,0,0,201,3,0,0,8,0.57,0,251466,65000,FALSE
5,0,2,163,5,0,0,4,1.009,0,114752,50000,FALSE
1,0,4,183,1,0,0,5,0,0,23000,30000,FALSE
8,0,0,123,3,0,0,20,0.445971,0,116575,71200,FALSE
10,0,1,264,6,0,0,8,0.615826,0,16644,50000,FALSE
9,0,0,141,3,0,0,11,0.933784,0,168493,40000,FALSE
6,0,0,49,2,0,0,5,0.184356,0,87176,31512,FALSE
3,0,2,242,0,2,1,1,0,0,250,6000,TRUE
14,0,1,105,2,0,0,16,0.569679,0,85763,95000,FALSE
4,0,1,83,2,0,1,5,0.467273,0,30489,30000,FALSE
0,0,0,275,0,0,2,2,0,0,176731,48000,FALSE
5,0,0,38,1,0,0,6,0.314296,0,23400,9072,FALSE
1,0,2,112,1,0,0,2,0.751786,2,10490,21120,TRUE
7,0,0,64,2,0,0,7,0.89604,0,60049,27000,FALSE
24,0,0,259,3,0,0,31,0.733042,0,76735,36000,FALSE
2,0,3,171,1,0,1,6,0,0,45181,49500,FALSE
3,0,1,75,0,0,0,3,0.784959,0,6050,52000,FALSE
5,0,2,351,3,0,0,8,0.669578,0,53494,55000,FALSE
13,0,0,97,8,0,0,13,0.586388,0,50293,80000,FALSE
2,0,0,311,2,0,0,3,0.123127,0,301090,89700,FALSE
1,0,7,406,0,0,0,4,0.725833,0,413422,63278,FALSE
5,0,4,197,7,0,1,7,0,0,181329,72000,TRUE
2,0,0,67,2,0,0,3,0.93125,0,30734,30000,FALSE
9,0,8,189,2,0,0,18,0.802123,0,50401,91000,FALSE
2,0,0,287,1,0,0,6,0.489339,0,302553,91000,FALSE
1,1,4,213,0,0,0,4,1.086,0,48761,44000,FALSE
4,0,1,163,2,0,0,4,0.813043,0,6300,45000,FALSE
3,0,0,135,1,0,0,18,0.578114,0,115073,38400,FALSE
11,0,0,342,6,0,0,18,0.408274,0,51305,37000,FALSE
8,0,0,154,0,0,0,18,0.697414,0,682982,266000,FALSE
3,0,4,103,13,0,1,1,0,0,26121,42000,TRUE
1,0,7,155,0,0,0,0,0,0,0,24000,TRUE
20,0,0,334,7,0,0,13,0.295457,0,33149,90000,FALSE
3,0,1,364,0,0,0,4,0.0936364,0,182560,177840,FALSE
3,0,3,261,2,1,0,3,1.34,0,1350,35000,FALSE
4,0,0,200,1,0,0,8,0.509604,0,140919,60000,FALSE
7,0,0,117,4,0,0,10,0.747598,0,22480,88000,FALSE
4,0,0,19,2,0,1,3,0.538182,0,6761,35000,TRUE
1,0,1,358,0,0,0,1,0,0,221600,193000,FALSE
3,0,2,126,0,0,0,5,0,0,65601,5000,FALSE
6,0,1,115,1,0,1,5,0.0753571,0,102132,40000,FALSE
0,0,7,190,0,2,0,5,0,0,34653,72000,FALSE
0,0,1,165,0,0,0,2,0,0,900,21000,FALSE
1,0,2,112,2,0,0,1,0,0,16011,12000,FALSE
3,0,0,19,3,0,0,3,0.9875,0,13614,35000,FALSE
12,0,2,233,5,0,0,16,0.49978,0,164019,80000,FALSE
9,0,1,206,1,0,0,2,1.71143,0,700,45000,TRUE
0,0,1,81,0,0,0,2,0,0,9500,2740,TRUE
2,0,1,12,1,0,0,2,1.03667,0,10415,21000,FALSE
2,0,1,264,3,0,0,1,0,0,17139,68956,FALSE
3,0,1,147,0,1,0,3,0.976667,0,14437,15988,FALSE
7,0,0,76,15,0,0,7,0.14,0,7900,30000,FALSE
2,0,0,121,0,0,0,2,0.0188,0,91551,47000,FALSE
2,0,0,148,0,0,0,1,0.414991,0,547,15000,FALSE
19,0,0,133,4,0,10,30,1.04699,0,135602,45000,FALSE
2,0,0,161,2,0,0,5,0.172407,0,66486,28000,FALSE
6,1,3,178,3,0,0,6,0.798,0,21485,43873,FALSE
11,0,1,341,6,0,0,10,0.748788,0,58468,52000,FALSE
3,0,0,102,0,0,0,7,0.24403,0,35602,45000,FALSE
1,0,5,209,5,0,0,5,0,0,8899,38800,FALSE
9,0,0,315,1,0,0,16,0.807548,0,65167,120000,FALSE
2,0,0,76,3,0,0,2,1.03083,0,1719,31200,FALSE
9,0,2,175,1,0,0,8,0,0,7590,42000,FALSE
1,0,4,128,0,0,0,0,0,0,0,150000,TRUE
7,0,1,310,7,0,0,7,0.883954,0,160449,53860,FALSE
1,0,0,281,0,0,0,4,1.00514,0,29641,35000,FALSE
6,0,0,205,2,0,0,15,0.9036,0,110099,85000,FALSE
7,0,0,111,0,0,0,12,0.665317,0,74560,38800,FALSE
15,0,0,360,8,0,1,27,0.695074,0,83386,65000,FALSE
0,0,0,55,0,0,0,3,0.873514,0,9250,30000,FALSE
3,0,0,171,4,0,1,5,1.18444,0,3745,25000,FALSE
4,0,3,131,3,0,0,11,0.950769,0,22095,13000,FALSE
2,0,1,138,20,0,0,5,0.686765,0,42352,40000,FALSE
1,0,6,128,4,0,0,1,0,0,13248,75000,FALSE
1,0,7,173,11,0,2,4,0.257183,0,227316,124000,FALSE
5,0,0,197,1,0,0,18,0.221091,0,400294,140000,FALSE
4,0,0,70,0,0,0,4,0.653304,0,11200,25000,FALSE
2,0,0,267,6,0,0,4,0.9368,0,28347,30000,FALSE
4,0,2,248,0,0,0,3,0.946667,0,5291,48000,FALSE
0,0,0,284,0,0,0,5,0.960383,0,46067,40000,FALSE
1,0,4,153,0,0,0,1,0,0,0,60000,TRUE
0,0,2,220,0,0,0,0,0,0,0,23196,TRUE
0,0,4,225,0,0,0,10,0.853191,0,17564,43992,FALSE
0,0,5,101,1,0,0,1,0,0,300,20000,FALSE
2,0,1,271,0,0,0,1,0,0,28963,37000,FALSE
4,0,0,370,2,0,1,12,0.507923,0,241900,65000,FALSE
2,0,6,105,1,0,0,3,1.01875,0,123796,53000,FALSE
0,0,3,248,2,0,0,0,0,0,0,24000,TRUE
5,0,0,177,5,0,0,7,0.550583,0,56478,85000,FALSE
2,0,1,49,1,0,0,0,0,0,0,1000,FALSE
2,0,4,77,1,1,0,1,0,0,7749,45000,FALSE
5,0,1,388,1,0,0,1,0,0,23348,178500,FALSE
2,1,0,129,10,1,0,3,0.678667,0,18865,26000,FALSE
5,0,3,186,8,0,0,3,0.955,0,24513,65000,FALSE
1,0,0,256,0,0,0,4,0.872381,0,57400,44000,FALSE
1,0,0,0,1,0,0,1,0.157333,0,1500,67000,FALSE
7,0,0,154,2,0,1,11,0.568608,0,487000,91000,FALSE
2,0,4,135,1,0,0,2,0,1,6650,25000,FALSE
23,0,4,188,8,0,0,19,0.227745,0,31549,30000,FALSE
0,0,2,148,1,0,0,2,0,0,9500,50000,FALSE
7,0,1,128,9,1,0,8,0.927632,0,25686,40000,FALSE
8,0,3,99,8,0,0,8,0.970897,0,5532,23000,FALSE
5,0,0,181,16,0,0,5,0,0,32065,32000,FALSE
1,0,8,82,1,0,1,2,0,0,23261,35000,TRUE
1,0,2,229,5,0,0,1,0,0,11092,22630,FALSE
8,0,1,139,1,0,0,10,0.392671,0,208762,16000,FALSE
5,0,1,131,1,0,0,7,0.974,0,24337,80000,FALSE
4,0,5,185,4,0,0,3,0,0,51007,75000,FALSE
2,0,9,316,1,0,0,10,0.786,0,96842,48000,FALSE
17,0,0,163,4,0,0,22,0.456346,0,171637,63000,FALSE
1,0,2,130,3,0,0,16,0.842333,0,46374,38000,FALSE
1,0,2,231,0,0,0,1,0,0,8999,45000,FALSE
5,0,1,395,1,0,0,16,1.06392,0,288037,110000,FALSE
1,0,0,184,0,0,0,1,0.074475,0,40000,38000,FALSE
5,0,0,26,10,0,0,4,0.390444,0,14128,20800,FALSE
5,0,2,366,3,0,0,5,0.340714,0,5205,25000,FALSE
12,0,0,309,3,0,0,19,0.856627,0,29615,40000,FALSE
10,0,0,226,1,0,0,17,0.846762,0,216898,130000,FALSE
22,0,0,223,5,0,0,8,1.4071,0,26966,110000,TRUE
3,0,2,294,0,0,0,2,0,0,2225,32000,FALSE
4,0,5,226,5,0,0,5,0,0,154870,35700,FALSE
4,0,5,121,2,0,0,3,0.272308,0,2600,60000,FALSE
2,0,2,113,1,0,0,4,0.995,0,23041,28017,FALSE
1,0,0,138,0,0,0,3,0,0,21885,32000,FALSE
2,0,0,312,1,0,0,7,0.10514,0,513729,150000,FALSE
10,0,0,107,8,0,2,9,1.06799,0,32713,40000,TRUE
5,0,1,230,0,0,0,11,0.27638,0,76072,92000,FALSE
3,0,7,234,2,0,0,2,0,0,318,30000,FALSE
3,0,5,167,3,0,0,8,0.990599,0,24955,24000,FALSE
3,0,1,364,0,0,2,2,0,0,104457,56000,TRUE
0,0,4,216,1,0,0,1,0,0,18976,32000,FALSE
2,0,3,129,2,0,0,10,0,0,31991,300000,FALSE
2,0,4,204,4,0,1,3,0.97,0,39961,20000,TRUE
0,0,3,152,0,0,0,0,0,0,0,15000,FALSE
0,0,2,430,0,0,0,2,0,0,50257,36000,FALSE
2,0,2,264,4,0,0,2,0.744571,0,2901,51000,FALSE
3,0,0,93,0,0,1,7,0.899396,0,18200,30000,FALSE
12,0,1,179,2,0,0,13,0.268429,0,83241,50600,FALSE
2,0,4,278,0,0,0,2,0,0,13902,70000,FALSE
3,0,0,212,0,0,0,7,0.37425,0,39797,98000,FALSE
5,0,0,113,3,0,0,5,0.82876,0,4701,32000,FALSE
11,0,0,106,13,0,0,11,0.790522,0,67472,36000,FALSE
6,0,3,59,7,0,1,5,0.727595,0,31583,44000,FALSE
3,0,3,149,0,0,0,2,0,0,56461,50000,FALSE
3,0,0,397,0,0,0,5,0.487821,0,176545,75000,FALSE
3,0,5,229,3,0,0,1,0,0,27870,42000,TRUE
2,0,2,152,0,0,0,4,0.513636,0,48248,75000,FALSE
0,0,0,187,0,0,0,12,0.78716,0,151307,70000,FALSE
2,0,3,256,0,0,0,1,0,0,12550,32000,FALSE
12,0,0,236,1,0,0,11,0.363607,0,182457,68000,FALSE
2,0,3,103,4,0,0,2,0,0,38639,22000,FALSE
2,0,0,127,0,0,1,10,0.777826,0,212441,55000,FALSE
3,0,1,227,7,0,0,3,0.745,0,30639,78500,FALSE
7,0,0,303,1,0,0,8,0.603495,0,48453,90000,FALSE
7,0,1,342,3,0,0,18,0.779489,0,29028,50640,FALSE
3,0,4,248,10,0,0,5,0.416471,0,24220,29760,FALSE
9,0,1,353,2,0,0,15,0.26125,0,190542,40000,FALSE
3,0,0,245,0,0,0,15,0.357296,0,222539,180000,FALSE
4,0,0,340,1,0,0,4,0.188133,0,309613,98052,FALSE
3,0,2,272,4,0,0,5,0.8325,0,13057,50000,FALSE
5,0,0,241,1,0,0,10,0.265846,0,166562,54000,FALSE
2,0,0,361,4,1,0,1,0,0,13318,27000,FALSE
10,0,0,200,2,0,0,8,0.44291,0,391551,125000,FALSE
3,0,0,190,1,0,0,9,0.658269,0,84684,19000,FALSE
6,0,0,52,5,0,0,7,0.886316,0,31519,30000,FALSE
1,0,1,226,1,0,0,3,0.0521053,0,22800,45000,FALSE
7,0,4,121,4,0,0,9,0.958333,0,121390,20500,FALSE
5,0,1,250,6,0,0,13,0.598849,0,173752,185400,FALSE
3,0,0,61,1,0,0,5,0.2404,0,30039,32000,FALSE
8,0,0,66,1,0,0,16,1.02636,0,103128,19200,FALSE
1,0,2,53,2,0,0,0,0,0,0,21000,TRUE
3,0,1,323,3,0,0,5,0.915,0,28947,70000,FALSE
3,0,2,143,0,0,0,4,0,0,12829,5160,TRUE
2,0,0,112,1,0,0,9,0.564065,0,72463,37000,FALSE
4,0,3,78,0,0,0,9,0.306897,0,49579,6500,FALSE
14,0,4,152,0,0,0,0,0,0,0,36000,TRUE
3,0,0,94,1,0,0,6,0.942207,0,14880,37000,FALSE
0,0,1,100,0,0,1,1,0,0,6072,40000,FALSE
10,0,1,232,4,0,0,12,0.577951,0,54478,30000,FALSE
2,0,5,65,1,0,0,2,0,0,3933,30000,FALSE
3,0,2,133,1,0,0,4,1.01667,0,31647,33000,FALSE
0,0,0,21,2,0,0,1,0.878,0,500,450,FALSE
2,0,0,149,0,0,0,4,0.73165,0,30504,40440,FALSE
0,0,1,110,3,0,0,3,1.0875,0,70812,22000,FALSE
0,0,1,72,1,0,0,7,0,0,17154,33600,FALSE
4,0,0,137,0,0,0,6,0.547444,0,157734,43000,FALSE
4,0,2,279,1,0,0,5,0,0,26410,70000,FALSE
1,0,1,111,0,0,0,1,0.855,0,200,25000,FALSE
1,0,3,377,0,0,0,4,0.771429,0,3602,40000,FALSE
9,0,1,184,4,0,0,7,0.33,0,43544,60000,FALSE
5,0,0,105,0,0,0,16,0.769627,0,187550,65000,FALSE
9,0,0,88,13,0,1,10,1.121,0,93791,25000,FALSE
8,0,1,107,2,0,0,12,0.835985,0,40528,25000,FALSE
1,0,1,92,0,0,0,7,0.84375,0,95968,51125,FALSE
2,0,0,247,6,0,0,3,0.265517,0,274450,70000,FALSE
6,0,0,44,0,0,0,7,0.744167,0,36037,29120,FALSE
1,0,3,252,1,0,0,4,1.12,0,37405,34000,TRUE
2,0,2,132,1,0,0,5,0,0,16900,1142,FALSE
7,0,4,176,2,0,0,3,1.512,0,4932,49400,TRUE
3,0,1,101,1,0,0,2,0.939,0,38976,21000,FALSE
10,0,1,215,4,0,1,8,0.830811,0,35451,1375,FALSE
0,0,1,101,3,0,0,5,0,0,18500,72000,FALSE
4,0,1,128,0,0,0,1,0,0,9379,24000,FALSE
8,0,0,127,0,0,0,9,0.760526,0,37867,45000,FALSE
1,0,2,77,9,1,0,1,0,0,19698,45760,FALSE
8,0,0,194,2,0,1,4,1.186,0,35574,44800,FALSE
10,0,3,113,10,0,0,8,0.23246,0,28187,45000,FALSE
0,0,2,286,2,1,0,0,0,0,0,1465,TRUE
4,0,0,191,0,0,0,4,0.470748,0,244200,52000,FALSE
0,0,7,253,3,0,0,0,0,0,0,32000,TRUE
0,0,3,263,0,0,0,0,0,0,0,25000,TRUE
0,0,3,291,2,0,0,2,0.378462,0,6500,30000,FALSE
3,0,0,376,2,0,0,4,0.436335,0,9934,80000,FALSE
1,0,1,239,0,0,3,3,1.23917,0,1200,44916,TRUE
1,0,6,83,0,0,0,1,0,0,12701,70000,FALSE
1,0,2,162,7,0,0,0,0,0,0,42000,TRUE
14,0,0,180,5,0,0,13,0.200814,0,118269,120000,FALSE
13,0,1,176,0,0,0,17,0.633897,0,18353,32000,FALSE
6,0,7,172,3,0,0,8,0.589728,0,46641,45000,FALSE
0,0,12,128,0,0,0,1,0,0,11981,50000,FALSE
10,0,0,218,9,0,0,13,0.638969,0,74145,34000,FALSE
5,0,1,47,2,0,0,4,0.476,0,22876,40000,FALSE
29,0,0,65,6,0,0,19,0.691263,0,194457,52000,FALSE
1,0,1,98,0,0,0,1,0,0,18967,30000,FALSE
7,0,3,265,0,0,0,1,0,0,5672,30000,TRUE
0,0,4,166,0,0,0,1,0,0,19645,41000,TRUE
2,0,0,90,3,0,0,6,1.03,0,41293,27000,FALSE
4,0,3,149,5,0,0,5,0.955745,0,7450,17000,FALSE
5,0,1,351,9,0,0,10,0.512721,0,294810,950000,FALSE
6,0,0,52,0,0,0,6,0.896021,0,41914,60,FALSE
3,0,0,73,2,0,0,4,0.851613,0,11091,26400,FALSE
3,0,0,42,7,0,0,4,0.221,0,4417,18000,FALSE
2,0,0,118,0,0,0,8,0.599371,0,47547,48000,FALSE
12,0,3,260,3,0,1,8,0,0,176467,63000,FALSE
4,0,0,270,2,0,1,7,1.01229,0,229182,62000,FALSE
8,0,0,82,2,0,0,10,0.652895,0,50103,30000,FALSE
0,0,3,206,1,0,0,2,0,0,30079,33000,FALSE
6,0,0,17,5,0,0,5,0.525556,0,28113,32000,FALSE
8,0,0,31,0,0,0,5,0,0,11204,7000,FALSE
1,0,1,102,2,0,1,2,0,0,13343,34000,FALSE
2,0,2,194,2,0,0,0,0,0,0,60000,FALSE
2,0,0,109,0,0,0,6,0.919716,0,48762,50000,FALSE
3,0,0,44,4,0,0,2,1.42,0,23302,1800,TRUE
1,0,4,283,0,0,0,0,0,0,0,67100,FALSE
5,0,0,165,4,0,0,26,0.789636,0,291017,75000,FALSE
1,0,1,63,5,0,0,3,0,0,19218,35000,FALSE
1,0,3,116,0,0,0,1,0,0,5229,15000,FALSE
11,0,0,109,6,0,0,15,0.944637,0,134411,2200,FALSE
1,0,4,299,2,0,0,1,0.964,0,1000,71000,TRUE
5,0,1,343,1,0,0,6,0.774902,0,184409,130000,FALSE
3,0,0,93,1,0,0,6,0.793782,0,22078,30000,FALSE
7,0,0,104,1,0,0,12,0.895309,0,33657,45000,FALSE
4,0,1,237,0,0,0,1,0,0,12025,37000,FALSE
5,0,1,264,4,0,0,5,0.0147059,0,5100,18000,FALSE
4,0,4,336,2,0,0,2,0.99,0,22447,91000,FALSE
0,0,0,113,0,0,0,2,0,0,11631,25000,FALSE
2,0,2,227,10,0,0,3,0,0,26628,50000,FALSE
3,0,5,105,0,0,0,15,0,0,56746,24000,FALSE
1,0,2,259,0,0,0,2,0.164615,0,1300,30000,FALSE
11,0,1,121,4,0,0,14,1.02917,0,58027,45000,FALSE
41,0,2,335,14,0,0,44,0.393598,0,104500,135000,FALSE
1,0,0,50,0,0,0,3,0.710667,0,14854,16800,FALSE
11,0,6,95,5,0,0,14,0.731887,0,47753,32000,FALSE
2,0,0,85,2,0,0,3,0.5025,0,17808,28000,FALSE
5,0,2,252,0,0,0,3,0,0,49252,78000,FALSE
3,0,0,131,5,0,0,11,0.760714,0,42298,46000,FALSE
1,0,2,88,5,0,0,5,0.762619,0,4200,20000,FALSE
7,0,0,273,1,0,0,10,0.729198,0,41648,27000,FALSE
3,0,3,274,4,0,0,1,0,0,14360,64000,FALSE
1,0,1,101,0,0,0,0,0,0,0,25000,TRUE
12,0,0,191,2,0,0,17,0.594012,0,79853,55000,FALSE
5,0,2,147,1,0,0,6,0.861111,0,46765,25000,FALSE
1,0,2,315,1,0,0,3,1.38776,0,1225,80000,TRUE
2,0,1,111,3,0,0,3,0.287412,0,46732,85000,FALSE
4,0,0,241,9,0,0,6,0.745294,0,70864,92000,FALSE
11,0,0,151,14,0,0,10,0.978764,0,74331,50000,FALSE
2,0,5,139,6,0,0,3,0.675,0,9749,25000,FALSE
2,0,4,210,3,0,0,9,0,0,47727,53000,FALSE
4,0,0,120,6,0,0,4,0,0,128692,60000,FALSE
1,0,5,237,8,0,0,5,0,0,75387,37000,FALSE
2,0,3,91,0,0,0,11,0.49,0,32700,58000,FALSE
2,0,4,39,2,0,0,0,0,0,0,14400,TRUE
4,0,0,142,2,0,0,2,1.03,0,13993,50000,FALSE
6,0,0,157,0,0,0,3,0.782714,0,68191,70000,FALSE
9,0,0,65,1,0,0,25,0.850878,0,56615,24000,FALSE
1,0,0,319,1,0,0,9,0.809166,0,304143,81000,FALSE
2,1,0,138,9,1,0,1,0.735,1,400,60000,FALSE
6,0,0,81,4,0,3,12,0.757143,0,35880,49000,FALSE
1,0,5,196,0,0,0,6,0,0,59531,36000,FALSE
1,0,2,157,0,0,0,0,0,0,0,31000,TRUE
3,0,0,139,4,0,0,12,0.9952,0,95472,60000,FALSE
1,0,1,114,0,0,2,7,1.13542,0,160109,36000,TRUE
1,0,0,128,1,0,0,1,0.956,0,1500,95000,FALSE
13,0,0,224,4,0,0,17,0.947601,0,449195,125000,FALSE
2,0,0,51,0,0,0,2,0.6034,0,45926,27600,FALSE
1,0,1,163,1,0,0,2,0.965545,0,5050,35000,FALSE
2,0,1,23,1,0,0,2,0.896667,0,37661,31200,FALSE
1,0,1,125,1,0,0,1,0,0,0,48000,TRUE
4,0,0,216,1,0,0,11,0.643086,0,38399,75000,FALSE
1,0,3,89,1,0,0,2,0,0,29740,30000,FALSE
0,0,2,66,2,0,0,0,0,0,0,30000,TRUE
