accounts_opened_last_24_months,bankruptcies_last_18_months,collections_excluding_medical,credit_history,credit_inquiries_last_6_months,judgements_last_18_months,months_since_most_recent_inquiry,ninety_plus_delinquencies_last_18_months,number_of_accounts_currently_30dpd,open_credit_accounts,pre_loan_debt_to_income,public_records,revolver_utilization,tax_liens_last_18_months,thirty_plus_delinquencies_last_3_months,thirty_plus_delinquencies_last_24_months,total_current_balance,total_high_credit_limit,annual_income,historical_result
4,0,4,239,1,0,4,27,1,7,1.99315,0,0,0,9,27,106398,142501,38500,Low FICO
2,0,2,111,3,0,2,1,0,1,0.7374,0,0,0,0,0,1416,250,20000,Low FICO
0,0,1,204,0,0,17,0,1,1,0.212,0,0,0,3,17,23897,26590,30000,Low FICO
14,0,2,188,7,0,0,0,0,11,0.356263,0,0.637396,0,0,0,66236,78435,70000,Mid FICO
1,0,1,184,2,0,0,0,0,3,0.0842264,0,0.523137,0,0,0,37726,41776,53000,Mid FICO
2,0,3,129,2,0,2,9,0,10,0.342748,0,0,0,0,18,45881,31991,300000,Low FICO
11,0,6,133,13,0,0,0,0,27,0.595402,0,0.789474,0,1,9,82170,73003,40000,Mid FICO
5,0,2,375,3,0,1,5,0,5,2.12944,0,0.876774,0,0,13,18148,17617,30160,Mid FICO
7,0,0,66,4,0,0,0,0,4,0.156,0,0.984789,0,0,1,12170,15155,40000,Low FICO
11,0,0,72,3,0,2,0,0,8,0.13695,0,0.155802,0,0,0,43043,69243,80000,High FICO
6,0,0,114,1,0,4,1,0,11,0.294665,0,0.932794,0,0,3,14658,13800,65000,Mid FICO
2,0,2,117,0,0,13,1,0,28,0.42419,0,0.969111,0,3,13,148304,109602,60000,Mid FICO
1,0,0,225,1,0,0,0,0,1,0.0075,0,0.851429,0,0,0,298,350,40000,Mid FICO
1,0,4,143,1,0,2,23,0,3,0.332972,2,0.39,0,3,30,34914,36577,32000,Low FICO
4,0,0,67,2,0,4,0,0,6,0.108,0,0.419333,0,0,0,10777,20300,63000,Mid FICO
1,0,9,157,11,0,0,6,0,16,0.455035,0,0,0,2,27,94986,91097,42300,Mid FICO
3,0,0,47,1,0,4,1,1,2,0.925714,0,1.526,0,5,9,24702,26274,7000,Low FICO
1,0,1,167,0,0,NULL,0,0,4,0.13728,0,0.698667,0,0,0,12955,26457,50000,High FICO
1,0,0,343,0,0,NULL,0,0,3,0.0290233,0,0.00379679,0,0,0,12996,46700,21500,High FICO
2,0,5,154,1,0,5,0,0,8,0.0664,0,0.56,0,0,0,36342,34162,30000,Mid FICO
1,0,0,119,0,0,19,2,0,17,1.0256,0,0.530909,0,0,0,119630,117244,45000,High FICO
4,0,6,187,1,0,2,2,0,3,0.325305,0,1,0,0,0,38488,38325,60000,Low FICO
1,0,1,72,0,0,NULL,0,0,2,0.262435,0,0,0,0,0,34878,36092,23000,Mid FICO
8,0,0,87,7,0,0,0,0,8,0.201291,1,0.978413,0,0,0,34376,36509,42446,Mid FICO
3,0,4,185,0,0,7,1,0,6,0.22535,0,0.0888889,0,1,1,20938,15963,48000,Mid FICO
7,0,0,136,3,0,1,0,0,12,0.813591,0,0.856932,0,0,0,170492,188668,65000,High FICO
5,0,2,133,1,0,0,1,1,18,0.0863325,0,0.124,0,3,12,82434,103451,80000,Mid FICO
2,0,0,141,0,0,9,0,0,5,0.206455,0,0.381388,0,0,0,36159,50432,44000,High FICO
5,0,1,74,1,0,5,0,0,8,0.4016,0,1.01405,0,0,0,48665,55760,45000,Mid FICO
3,0,3,130,0,0,NULL,5,0,1,2.3332,0,0,0,0,0,23416,18265,30000,Low FICO
1,0,1,211,0,0,NULL,72,1,17,0.871024,0,0.634559,0,2,133,302517,248544,41000,Low FICO
1,0,5,184,1,0,5,0,1,1,0.138,0,0,0,3,6,20446,20700,50000,Low FICO
6,0,2,133,7,0,0,66,0,0,10.9547,0,0,0,0,66,32864,0,36000,Low FICO
10,0,1,29,2,0,1,3,0,3,0.307742,0,0,0,2,12,24959,26711,31000,Mid FICO
36,0,0,125,4,0,0,0,0,13,0.127458,1,0.108991,0,0,0,60923,125429,130000,High FICO
3,0,3,245,0,0,7,1,0,2,0.778365,1,0,0,0,0,5809,9164,28768,Low FICO
2,0,2,125,3,0,1,2,0,3,0.672,0,0,0,0,0,41585,45886,34000,Low FICO
1,0,1,122,1,0,3,10,0,1,0.828,0,0,0,3,11,13041,10682,13000,Low FICO
0,0,1,107,1,0,2,0,0,6,0.128333,0,0.99488,0,0,0,17297,17501,36000,High FICO
1,0,0,30,1,0,4,0,0,4,0.255857,0,0,0,0,0,38818,40307,28000,High FICO
7,0,0,235,0,0,9,0,0,10,0.413829,0,0.718844,0,0,0,42486,56545,35000,High FICO
10,0,0,107,9,0,0,1,0,13,0.251265,0,0.695,0,0,0,45377,47729,40000,Mid FICO
0,1,1,109,0,0,13,21,0,0,0,1,0,0,0,20,0,0,17000,Low FICO
4,0,2,176,5,0,0,0,0,5,0.401616,0,1.01,0,0,0,28996,29609,25000,Mid FICO
5,0,0,102,1,0,1,0,0,24,1.64451,0,0.863179,0,0,0,208619,190757,38500,High FICO
1,0,0,118,3,0,1,0,0,2,0.0644571,0,1.068,0,1,4,6309,6275,35000,Low FICO
5,0,2,164,3,0,3,2,1,22,2.99172,0,1.15027,0,3,5,78238,60350,10140,Low FICO
7,0,3,116,2,0,0,2,0,7,0.288267,0,0.974615,0,8,15,12805,38718,45000,Low FICO
4,0,0,108,4,0,1,0,0,29,0.63695,0,0.257165,0,0,0,196687,193929,60000,High FICO
6,0,5,108,2,0,0,0,0,4,0.107377,0,1.016,0,0,0,11247,11345,40000,Mid FICO
1,0,3,127,1,0,1,1,0,1,1.26709,0,0,0,0,2,14212,13368,22000,Low FICO
1,0,0,274,2,0,3,0,0,8,1.59856,2,0.7676,0,0,0,747268,841215,108000,High FICO
4,0,0,183,1,0,5,0,0,9,0.43074,0,0.864767,0,0,0,36694,33783,25000,High FICO
4,0,1,173,2,0,3,0,0,4,0.279529,0,0.320909,0,0,0,20031,22351,34000,Mid FICO
2,0,4,224,8,0,1,5,0,0,39.36,0,0,0,0,5,18001,0,1800,Low FICO
13,0,0,242,12,0,1,0,1,12,0.279709,0,0.91717,0,3,4,50592,58447,55000,Mid FICO
0,0,2,65,0,0,15,0,0,0,0,0,0,0,0,0,0,0,22000,Low FICO
3,0,0,161,0,0,NULL,0,0,5,0.136694,0,0.0789706,0,0,0,36836,61460,44596,High FICO
14,0,4,98,1,0,0,0,0,18,0.340916,0,0.212917,0,0,0,55839,65994,41500,High FICO
4,0,2,146,0,0,11,4,0,4,0.234,0,0,0,3,17,30869,27947,38000,Low FICO
1,0,2,77,0,0,7,0,0,1,0.375,0,0,0,2,4,29525,30992,20000,Low FICO
5,0,2,143,1,0,4,8,1,4,43.9322,1,0.413846,0,5,13,14209,15880,1298,Low FICO
3,0,4,90,0,0,10,0,0,3,0.1224,0,0.242454,0,0,0,4039,16300,20000,Low FICO
8,0,0,214,8,0,0,0,0,14,0.3425,2,0.574413,0,0,5,61575,69022,48000,Mid FICO
0,0,2,50,9,0,0,0,0,1,0.206727,0,0,0,1,16,9160,19950,22000,Low FICO
10,0,0,134,2,0,2,10,0,19,0.219146,6,0,0,0,12,35480,47919,41000,Mid FICO
3,0,1,183,3,0,0,0,0,3,0.0234,1,0.250794,0,0,0,790,3150,13000,Mid FICO
10,0,1,81,5,0,0,5,0,9,0.275707,0,0.694531,0,0,5,28318,32854,41000,Mid FICO
6,0,0,114,1,0,2,9,0,14,0.236129,0,1.15571,0,9,18,65782,62408,93000,Low FICO
0,0,0,66,1,0,1,20,0,2,0.0933333,0,0,0,6,24,4640,3750,7200,Low FICO
2,0,2,270,1,0,0,0,1,2,0.105231,0,0,0,1,2,14192,19512,65000,Low FICO
1,0,6,135,3,0,5,71,0,14,0.51954,0,0,0,31,73,31102,25807,20000,Low FICO
5,0,2,187,7,0,1,0,0,7,0.6948,0,0.831563,0,0,0,118429,133319,50000,Mid FICO
3,0,0,98,0,0,NULL,0,0,6,0.727425,0,0.914286,0,0,0,31977,31308,12000,High FICO
7,0,1,245,12,0,2,6,0,11,0.437969,0,0.447143,0,0,6,32903,47807,48500,High FICO
1,0,7,178,0,0,15,0,0,1,1.10752,6,0,0,0,2,86827,85319,39450,Low FICO
0,0,5,444,0,0,7,0,0,0,1.0833,0,0,0,0,1,3670,0,26530,Low FICO
2,0,3,100,5,0,1,1,0,2,0.286881,1,0,0,0,0,2366,600,90100,Low FICO
1,0,0,76,1,0,2,3,0,2,0.192857,0,1.01333,0,0,6,3679,3300,28000,Mid FICO
0,0,5,205,2,0,4,0,0,0,0.758743,1,0,0,0,0,14910,0,35000,Low FICO
0,0,4,214,0,0,13,11,0,2,0.259059,1,0,0,3,21,8195,9625,34000,Mid FICO
8,0,6,64,3,0,1,9,0,15,1.805,0,0,0,0,0,44104,33334,36000,Low FICO
2,0,7,242,11,0,1,1,0,1,5.24968,2,0,0,0,0,41119,119,38000,Low FICO
9,0,2,137,28,0,3,1,0,2,4.422,0,0,0,0,13,42273,27470,44000,Mid FICO
0,0,2,225,4,0,3,6,0,4,0.0254053,0,0,0,0,7,5950,7043,38000,Mid FICO
3,1,3,173,4,0,0,0,0,0,4.69309,4,0,0,0,3,8604,0,22000,Low FICO
1,0,0,79,0,0,8,1,0,0,1.75385,0,0,0,0,0,190,0,1300,Low FICO
4,0,1,172,2,0,3,0,0,4,0.0525333,0,0.326042,0,0,0,1615,4800,45000,Mid FICO
0,0,3,66,9,0,2,0,0,1,0,0,0,0,0,0,10539,10747,15000,Low FICO
0,0,10,153,0,0,6,0,0,1,2.23056,1,0,0,0,0,4947,164,25000,Low FICO
13,0,0,201,1,0,2,0,0,10,1.12082,1,0.897523,0,0,0,621561,618112,130000,Mid FICO
9,0,0,161,1,0,1,0,0,19,0.145222,0,0.6992,0,0,0,274931,285801,108000,High FICO
11,0,0,207,1,0,0,0,0,10,0.180487,0,0.383869,0,0,0,176824,201869,45000,High FICO
7,0,0,152,6,0,0,0,0,8,2.49561,0,0.492096,0,0,9,454368,456482,52000,High FICO
5,0,0,17,3,0,0,0,0,5,0.0425571,0,0.340882,0,0,0,9409,11650,70000,High FICO
0,0,3,235,1,1,2,0,0,1,0.55512,3,0,0,0,0,2313,500,50000,Low FICO
8,0,0,115,4,0,2,0,0,36,0.667081,0,0.93449,0,0,2,88526,95165,43000,Mid FICO
0,0,3,115,0,0,9,9,0,4,0.06384,1,0,0,0,16,19104,14500,25000,Mid FICO
2,0,3,57,0,0,8,0,0,2,0.9774,0,0,0,0,0,14326,9500,20000,Low FICO
1,0,0,111,4,0,1,0,0,3,0.03125,0,0.501992,0,0,0,5569,7412,48000,Mid FICO
4,0,0,54,0,0,8,1,1,6,0.168,0,0.934,0,5,6,21837,30099,30000,Low FICO
0,0,4,180,6,0,0,11,0,1,9.03856,0,0,0,3,15,79673,18554,45748,Low FICO
4,0,3,164,0,0,10,0,0,6,0.157867,2,0.479184,0,0,2,23286,27480,45000,Mid FICO
4,0,0,103,5,0,0,42,0,4,0.3108,0,0.0708511,0,0,44,27004,53772,20000,Mid FICO
13,0,0,105,1,0,1,0,0,13,0.2232,0,0.634556,0,0,0,160244,168401,25000,Mid FICO
6,0,1,119,1,0,3,0,0,15,NULL,0,0.498333,0,0,0,39273,38427,0,High FICO
7,0,0,47,2,0,0,0,1,9,0.1292,0,1.10235,0,3,3,22800,22049,30000,Low FICO
2,0,3,48,4,0,3,1,0,3,0.0407143,0,1.00269,0,0,0,2607,2600,28000,Low FICO
2,0,6,160,1,0,3,0,0,2,0.0147059,0,0.889643,0,0,0,2491,2800,40800,Mid FICO
10,0,0,58,1,0,1,0,0,9,0.355778,0,0.466606,0,0,0,26870,35763,11908,High FICO
1,0,1,133,3,0,0,0,0,1,0.792554,0,0.455,0,0,0,11771,200,65000,Mid FICO
6,0,0,24,0,0,8,0,0,4,0.024,0,0.259775,0,0,0,2575,6200,14000,High FICO
1,0,4,126,3,0,1,0,0,0,0,1,0,0,0,0,513,0,1800,Low FICO
6,0,2,52,1,0,3,3,1,2,1.0075,0,0,0,1,5,8831,4900,14400,Low FICO
4,0,4,234,4,0,0,41,0,6,0.5622,0,0,0,0,44,25697,12458,92000,Low FICO
3,0,1,102,0,0,9,0,0,3,0.61494,0,0.469,0,0,0,12980,15382,10000,Mid FICO
3,0,5,142,0,0,14,2,0,1,4.16971,0,0,0,0,5,6504,1483,21000,Mid FICO
2,0,1,164,2,0,1,0,0,2,0.192308,0,0.946,0,0,0,6005,10385,24960,Mid FICO
6,1,0,247,4,0,1,0,0,4,0.263478,1,0.0480769,0,0,0,12890,29312,23000,High FICO
2,0,2,45,3,0,3,1,0,1,0.224364,0,0,0,0,0,1017,700,33000,Low FICO
8,0,2,132,11,0,0,1,0,6,0.531143,1,0.924528,0,1,2,31825,37213,42000,Mid FICO
7,0,0,117,3,0,0,0,0,7,0.08175,0,0.147795,0,0,0,14047,25882,64000,High FICO
3,0,1,55,0,0,7,22,0,4,0.128625,0,0.860833,0,0,34,23202,27334,32000,Mid FICO
5,0,1,118,1,0,3,11,1,5,0.1668,0,0.886769,0,9,16,46380,44153,30000,Low FICO
4,0,0,50,0,0,NULL,0,0,11,0.569538,0,0.966,0,0,0,24163,24180,13000,High FICO
1,0,2,185,2,0,2,0,0,2,0.036875,0,0.792593,0,0,0,1070,1350,19200,Mid FICO
5,0,0,428,1,0,1,0,0,6,0.3104,0,0.0236128,0,0,0,5480,65600,45000,Mid FICO
5,0,0,80,0,0,10,0,0,7,0.144,0,0.821799,0,1,3,10354,13506,40000,Mid FICO
2,0,0,125,1,0,4,2,0,8,0.0434286,1,0.507,0,0,6,21378,16395,42000,Mid FICO
16,0,0,34,8,0,1,2,0,12,0.1875,0,0.708372,0,2,9,27845,29320,32000,Mid FICO
7,0,0,404,2,0,4,0,0,8,0.1704,1,0.56345,0,1,1,17427,27050,50000,Mid FICO
13,0,0,238,4,0,0,0,0,13,0.106667,1,0.814051,0,0,0,53868,63014,90000,High FICO
7,0,1,202,1,0,2,8,0,10,0.204,0,0.478358,0,0,11,17904,27306,34000,Mid FICO
8,0,0,103,0,0,7,0,0,9,0.250714,0,0.769878,0,0,0,25192,29879,35000,High FICO
0,0,4,195,1,0,0,2,0,1,1.18012,0,0,0,0,0,12078,10839,32000,Low FICO
2,0,3,382,4,1,3,1,0,2,0.08676,1,0.0766667,0,0,0,11506,19468,60000,Low FICO
2,0,0,531,3,0,1,0,0,11,0.301331,0,0.825317,0,0,0,81755,110418,54080,High FICO
5,0,0,108,1,0,3,0,0,6,0.177182,0,0.311154,0,0,0,14477,18178,33000,High FICO
2,0,1,104,0,0,6,36,1,2,4.11267,0,1.324,0,3,39,32528,20116,36000,Low FICO
8,0,0,278,5,0,0,0,0,22,0.233517,0,0.888318,0,1,1,275577,295180,87000,High FICO
3,0,6,223,0,0,6,19,0,19,0.58896,0,0,0,4,27,80482,68958,25000,Mid FICO
0,0,2,140,1,0,4,0,0,0,1.13451,0,0,0,0,0,3309,0,35000,Low FICO
9,0,4,269,4,0,5,1,0,8,2.69443,1,0.097351,0,0,0,63641,77959,30000,Mid FICO
7,0,0,199,0,0,6,0,0,12,0.25722,0,0.740381,0,0,0,55883,64795,50000,High FICO
0,0,0,56,0,0,23,0,0,2,0.102,0,0.966,0,0,0,1449,1500,8000,Mid FICO
6,0,2,78,1,0,4,0,0,5,1.2939,0,1.02,0,5,5,103499,101685,40000,Low FICO
5,0,5,231,2,1,1,48,0,15,0.485333,9,0.834286,0,2,59,40022,32320,54000,Low FICO
1,0,2,85,0,0,6,1,0,0,6.94691,0,0,0,0,0,12736,0,22000,Low FICO
3,0,0,106,2,0,0,0,0,6,0.11136,0,0.240926,0,0,11,132141,147748,25000,Mid FICO
2,0,4,46,1,0,3,32,0,2,0.824286,0,0.703333,0,0,44,13535,13312,16800,Low FICO
8,0,1,118,2,0,0,0,0,7,0.161714,0,0.586087,0,0,0,29236,29300,21000,Mid FICO
7,0,1,148,1,0,0,0,0,7,0.15425,1,0.506219,0,1,3,65251,69352,48000,Mid FICO
13,0,3,163,4,0,2,0,0,10,2.8192,0,0.40973,0,0,0,24505,22593,15000,Mid FICO
0,0,3,169,5,0,1,0,0,1,1.2468,0,0,0,0,0,1938,360,20000,Low FICO
5,0,0,52,1,0,3,5,0,4,0.183692,0,0.678,0,0,11,17366,20240,26000,Mid FICO
1,0,0,228,0,0,NULL,0,0,17,0.265955,0,0.999577,0,0,4,47597,49825,60000,High FICO
1,0,0,39,0,0,NULL,0,0,3,0.1028,0,0.3664,0,0,0,9896,12592,30000,High FICO
1,0,1,124,0,0,NULL,1,0,0,0.05328,0,0,0,3,4,111,0,25000,Low FICO
3,0,2,292,3,0,0,0,0,7,0.0799196,2,0.74381,0,2,12,68994,114232,144738,Mid FICO
9,0,0,208,0,0,6,0,0,18,0.253524,1,0.722316,0,0,0,57831,69639,63000,High FICO
1,0,5,182,2,0,1,1,0,1,0.003075,0,0,0,3,15,410,410,40000,Low FICO
4,0,1,87,1,0,0,0,0,4,0.032,0,1.15154,0,4,5,121008,122126,36000,Low FICO
5,0,11,140,4,0,3,2,1,5,0.756,0,0,0,5,14,44623,43139,25000,Low FICO
13,0,1,156,3,0,3,0,0,17,0.316702,0,0.615196,0,0,0,62507,64048,46000,High FICO
6,0,0,151,2,0,0,2,0,6,0.0647395,0,0.403822,0,0,11,5183,18804,59500,High FICO
9,0,0,51,6,0,0,0,0,9,0.0830526,0,0.660667,0,1,1,23919,28500,38000,Mid FICO
5,0,1,252,0,0,8,0,0,14,0.342219,1,0.610067,0,1,9,67024,94608,67000,Mid FICO
0,0,8,333,1,0,4,60,0,20,0.67488,0,0,0,37,73,72019,64524,50000,Low FICO
3,0,1,117,5,0,1,0,0,3,0.348727,0,0.112586,0,0,0,4816,34800,33000,Mid FICO
9,0,0,58,2,0,0,0,0,18,1.10745,0,0.932258,0,3,4,35111,34670,10000,Mid FICO
1,0,1,141,1,0,5,0,0,3,0.05712,0,0.152346,0,0,1,1783,12517,50000,High FICO
7,0,0,51,10,0,0,0,0,11,0.18,0,0.650909,0,0,0,35741,36676,30000,Mid FICO
4,0,1,137,0,0,9,2,0,3,1.0844,0,0.0758095,0,0,0,38533,5250,60000,Mid FICO
0,0,2,59,0,0,7,0,0,0,0.3612,0,0,0,0,0,1403,0,20000,Low FICO
1,0,6,102,0,0,11,11,0,1,0.939529,0,0,0,3,11,33862,27544,17000,Low FICO
0,0,3,97,0,0,7,1,0,1,0.653217,0,0,0,0,0,12816,19836,23000,Low FICO
0,0,7,155,0,0,19,0,0,1,0.167143,3,0,0,0,0,4304,10807,28000,Mid FICO
19,0,3,140,5,0,1,0,0,15,0.246171,2,0.743848,0,0,0,22394,30138,35000,Mid FICO
18,0,0,380,3,0,0,0,1,17,0.1314,1,0.790182,0,1,5,35373,41218,100000,Mid FICO
3,0,2,100,1,0,2,5,0,2,0.334971,0,0,0,3,6,14166,14348,35000,Low FICO
3,0,0,79,0,0,NULL,0,0,3,0.31746,0,0.837714,0,0,0,42053,46421,20000,High FICO
13,0,1,134,7,0,2,0,0,6,1.0815,0,0.818889,0,0,0,27337,27826,8000,Mid FICO
4,0,0,250,0,0,16,5,2,7,1.25971,0,0.920165,0,8,12,36915,45586,42000,Low FICO
2,0,2,49,2,0,0,7,0,1,0.0594,0,0,0,3,6,5921,4955,20000,Low FICO
0,0,1,132,2,0,0,0,0,0,1.75033,0,0,0,0,0,7830,0,36000,Low FICO
1,0,9,263,12,0,1,0,0,1,2.73531,0,0,0,0,0,28558,23117,35000,Low FICO
4,0,5,250,1,0,4,2,0,12,0.795187,3,0,1,0,0,48148,36112,40000,Mid FICO
4,0,1,67,7,0,0,0,0,4,0.227111,0,0.8247,0,0,0,29614,31524,27000,Mid FICO
2,0,2,211,3,0,5,2,0,0,0.138375,0,0,0,0,0,881,0,32000,Low FICO
5,0,1,201,1,0,5,0,0,8,0.369,0,0,0,0,0,52257,49206,24000,Mid FICO
2,0,5,257,0,0,14,0,0,4,1.26991,0,0.3796,0,0,0,102815,94478,17784,Mid FICO
4,0,1,56,0,0,6,0,0,7,0.0548,0,0.716491,0,3,3,14864,15463,30000,Low FICO
4,0,1,329,0,0,10,17,2,10,1.5288,1,1.16581,0,24,56,49475,46344,55000,Low FICO
2,0,0,196,1,0,1,26,0,15,0.18,0,0.833333,0,1,28,51833,41500,49000,Mid FICO
2,0,1,93,0,0,10,3,0,6,0.355742,0,0.936722,0,2,6,82845,75866,31000,Mid FICO
3,0,0,169,1,0,3,6,0,4,0.46896,0,0,0,5,9,41161,43799,50000,Low FICO
1,0,5,80,4,0,0,1,0,1,1.817,0,0,0,0,0,7318,13969,24000,Low FICO
4,0,2,252,1,0,0,21,0,2,0.0654,1,0.99,0,6,28,4851,5257,40000,Low FICO
7,0,0,95,0,0,7,0,0,14,0.13248,0,0.357633,0,0,0,35149,50526,50000,High FICO
9,0,0,80,8,0,0,0,2,7,0.295855,0,0.709375,0,3,3,61039,69285,55000,Low FICO
3,0,5,191,12,0,1,2,0,3,0.988425,0,1.00667,0,0,1,79594,68405,60000,Low FICO
6,0,0,206,1,0,4,0,0,10,0.170776,0,0.442372,0,0,0,556644,530325,115000,High FICO
6,0,2,139,5,0,0,0,1,10,0.294429,0,0.538206,0,1,1,96348,107861,28000,Mid FICO
2,0,0,12,0,0,6,0,0,2,0.148941,0,0.755455,0,0,0,19643,20872,34000,Mid FICO
5,0,0,53,0,0,14,0,0,5,0.0885,0,0.21305,0,0,0,3004,14100,16000,High FICO
0,0,0,183,0,0,12,0,0,2,0,0,0,0,0,0,9733,9186,5000,Mid FICO
1,0,5,216,3,0,0,3,0,3,3.74813,0,0.3625,0,2,5,27028,17699,32000,Mid FICO
3,0,0,90,1,0,5,1,0,4,0.10893,0,0.923418,0,0,0,12409,10105,30000,Mid FICO
0,0,4,130,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27000,Low FICO
3,0,0,127,0,0,7,0,0,4,0.0196875,0,0.266713,0,0,0,246265,292727,76800,High FICO
16,0,0,87,3,0,3,0,0,18,0.26371,0,0.552813,0,0,2,44232,35219,30000,Mid FICO
8,0,3,128,3,0,2,2,0,6,0.691889,0,0,0,0,0,23011,21413,37000,Mid FICO
2,0,3,90,0,0,NULL,3,0,0,0.856923,0,0,0,0,0,2785,0,39000,Low FICO
4,0,2,215,4,0,3,0,0,18,0.264267,0,0,0,0,2,160322,148260,36000,Mid FICO
1,1,3,213,1,0,4,0,0,0,0,1,0,0,0,0,0,0,51000,Low FICO
0,0,5,77,1,0,5,1,0,1,0.68064,0,0,0,0,1,9339,11701,25000,Low FICO
2,0,3,197,4,0,4,1,0,6,3.16143,1,0,0,0,0,44550,32548,53000,Mid FICO
5,0,5,99,0,0,7,3,1,5,2.59427,0,0,0,3,17,30849,38155,37000,Low FICO
10,0,0,359,1,0,5,0,0,9,0.117458,1,1.00216,0,1,1,34403,38833,118000,Mid FICO
7,0,0,187,0,0,11,0,0,14,0.255687,0,0.54605,0,0,0,87530,71389,55000,High FICO
6,0,0,36,5,0,1,0,0,6,0.2772,0,0.366667,0,0,0,22308,26261,30000,High FICO
2,0,3,118,2,0,1,0,0,5,0.29,0,1,0,2,20,23294,24569,30000,Low FICO
5,0,3,385,3,0,5,0,0,7,0.19728,1,0.7092,0,0,4,21880,33295,50000,Mid FICO
0,0,1,89,1,0,2,0,0,5,0.537257,0,0.978979,0,0,0,17370,16650,35000,Low FICO
4,0,0,38,0,0,8,0,0,3,0.20418,0,0.866429,0,0,0,14026,18774,36556,High FICO
1,0,0,198,0,0,6,0,0,4,0.1272,0,0.959343,0,0,0,27079,34778,60000,High FICO
1,0,2,53,2,0,2,3,0,0,0.735429,0,0,0,0,0,1407,0,21000,Low FICO
7,0,1,173,0,0,7,0,1,7,1.41033,2,0.389268,0,3,10,55464,39662,36000,Low FICO
2,0,0,104,6,0,2,0,0,2,0.1208,0,0,0,0,0,15771,16945,45000,Mid FICO
1,0,4,226,6,0,1,0,1,1,0.0153043,0,1.18,0,1,1,354,300,34500,Low FICO
6,0,1,171,0,0,17,3,0,4,0.928,1,0,0,2,9,30982,38554,30000,Low FICO
4,0,0,53,0,0,7,0,0,4,0.048,0,0.353091,0,0,0,971,2750,10000,High FICO
3,0,4,90,1,0,1,23,0,1,2.39091,0,0,0,0,24,79041,72346,33000,Low FICO
0,0,11,125,0,0,10,65,0,11,0.366215,0,0,0,0,65,31025,28853,39000,Low FICO
3,0,8,162,0,0,6,53,0,21,3.60284,0,0,0,0,52,85321,61265,38000,Mid FICO
9,0,4,258,4,0,0,2,0,4,0.761793,0,0.957143,0,0,2,18998,15950,58000,Mid FICO
0,0,6,207,0,0,9,0,0,4,0.111143,0,0,0,1,12,12908,18624,42000,Low FICO
0,0,0,159,1,0,3,13,0,3,0.1848,0,0,0,3,17,306520,309494,35000,Low FICO
6,0,0,165,4,0,2,1,3,6,0.322629,0,0.803452,0,4,11,70878,78932,70000,Low FICO
12,0,1,84,1,0,3,0,0,15,0.443454,0,0.673333,0,0,0,37098,41050,28000,High FICO
5,0,0,16,27,0,0,0,0,4,0.444,0,0.608,0,1,1,18958,21053,13000,Low FICO
0,0,8,98,0,0,7,53,0,8,0.1914,0,0,0,24,57,27863,21977,20000,Low FICO
2,0,0,307,5,0,2,0,1,1,0.0890182,0,1.18,0,1,1,718,300,55000,Low FICO
2,0,3,207,1,1,3,5,0,3,4.923,1,0,0,3,9,7666,7148,1600,Low FICO
11,0,2,143,4,0,3,1,1,10,0.152333,0,1.23333,0,1,6,59034,57751,36000,Mid FICO
4,0,5,110,6,0,0,11,0,2,1.78183,0,0,0,6,13,27720,17555,35000,Low FICO
1,0,1,237,3,0,0,2,0,2,0.521778,0,0,0,0,5,43238,49970,27000,Low FICO
4,0,2,104,0,0,18,35,0,7,0.548936,0,0.817333,0,16,88,33748,38478,28000,Low FICO
6,0,1,218,6,0,1,0,0,5,0.150615,0,0.89208,0,0,0,66512,73823,78000,Mid FICO
3,0,1,96,1,0,4,5,0,3,0.1671,0,0.630588,0,3,5,48023,46377,40000,Low FICO
8,0,2,179,0,0,6,3,1,5,0.8286,0,0.167273,0,3,3,104243,104303,40000,Mid FICO
10,0,0,53,2,0,0,0,0,9,1.1058,0,0.735818,0,0,0,35274,37103,10500,Mid FICO
8,0,0,69,0,0,9,0,0,11,0.334083,0,0.533952,0,0,0,44931,61887,36000,High FICO
4,0,2,117,0,0,17,7,0,2,1.8438,0,0.436667,0,1,10,64322,61449,20000,Low FICO
1,0,1,75,2,1,1,1,0,1,0.390706,1,0,0,2,2,21082,20536,34000,Low FICO
2,0,0,121,5,0,1,1,0,4,0.070755,0,0.998947,0,0,3,9287,11059,20000,Mid FICO
4,1,0,179,3,0,0,17,0,8,4.4662,4,0.828276,0,2,28,134325,112445,60000,Mid FICO
2,0,0,76,3,0,2,0,0,2,0.1728,0,0.453077,0,0,2,18033,21555,30000,Mid FICO
4,0,0,243,0,0,12,0,0,3,0.0065,1,0.324833,0,0,0,83321,89460,72000,High FICO
2,0,1,116,3,0,0,8,0,2,0,0,0,0,0,9,3721,3721,950,Mid FICO
1,0,7,221,0,0,13,7,0,1,2.64,0,0,0,0,19,17930,18804,1500,Mid FICO
2,0,3,133,1,0,1,1,0,2,0.6955,0,0,0,0,0,10891,9500,24000,Low FICO
2,0,5,308,3,0,0,0,0,3,0.0214286,0,0.126364,0,0,0,16753,12523,16800,High FICO
0,0,2,166,0,0,NULL,42,0,0,0.0946,0,0,0,0,40,473,0,60000,Low FICO
7,0,0,188,3,0,0,0,0,13,0.355125,1,0.666638,0,0,0,61243,66507,32000,High FICO
